사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-03,8호선,532,천호(풍납토성),49,0,"11,238","1,774","16,851","11,075","41,714","13,867","56,347","26,646","31,668","22,978","18,305","17,011","17,617","17,354","19,081","20,149","19,978","22,214","19,008","21,833","20,027","27,341","22,416","32,511","26,471","42,250","29,755","67,637","19,621","49,418","16,965","25,483","14,607","22,505","12,160","22,315","2,312","10,832",9,"1,301",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,533,강동구청,10,0,"4,553",967,"11,069","4,825","32,392","14,866","42,067","34,726","21,250","13,667","13,505","9,849","11,934","9,426","12,350","9,213","12,574","11,756","11,924","11,824","12,682","12,755","14,369","16,404","17,519","21,911","27,496","34,881","10,718","28,030","7,303","16,054","6,965","14,472","5,374","15,608","1,004","5,525",1,556,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,534,몽촌토성(평화의문),0,0,"1,513","1,015","3,460","6,130","10,225","8,897","14,887","23,974","7,953","14,423","5,668","7,919","5,689","6,939","6,465","7,189","6,803","7,409","7,037","6,989","8,268","7,299","11,660","7,412","14,897","9,381","20,547","13,887","9,116","10,263","6,452","6,076","6,886","5,311","5,842","5,972","1,234","2,020",1,142,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,535,잠실(송파구청),7,2,"1,079","2,110","3,926","9,803","8,449","27,004","13,429","72,375","8,696","38,207","8,715","22,856","11,179","23,911","13,131","25,010","15,422","25,557","19,035","24,940","24,154","25,699","28,182","25,034","39,893","28,983","62,425","37,689","35,762","20,619","31,033","9,603","29,232","7,675","24,386","7,174","3,524","2,466",2,292,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,536,석촌,0,0,"2,933",726,"5,403","3,685","15,633","7,699","22,686","21,459","12,785","16,952","8,956","10,475","9,108","10,976","9,994","11,757","10,232","12,767","10,251","12,928","11,402","13,892","12,721","14,989","15,448","20,135","19,760","27,944","11,059","20,405","9,098","11,303","10,254","10,106","9,109","10,379","1,574","4,142",4,497,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,537,송파,4,0,"2,245",602,"8,327","4,357","25,266","11,653","29,818","18,695","15,879","9,584","10,732","7,090","10,275","7,236","10,588","7,487","10,298","9,102","9,580","9,258","11,849","10,252","14,048","12,986","13,010","17,030","16,054","26,561","8,531","22,077","5,823","11,635","4,496","11,215","3,445","11,174",972,"4,093",3,546,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,538,가락시장,20,0,"2,671","2,452","5,070","6,185","10,257","14,079","12,379","37,916","9,067","17,101","9,039","12,930","10,101","11,429","10,173","9,947","10,522","11,407","11,997","11,529","14,099","10,972","13,930","12,725","17,783","14,051","28,528","20,043","12,094","13,802","10,014","8,716","11,510","7,567","10,150","7,207","1,621","3,006",1,"1,469",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,539,문정,4,0,"2,208","3,012","6,100","11,804","21,937","48,905","30,319","175,260","17,948","84,745","13,889","27,484","15,421","16,297","16,966","16,674","19,608","19,215","22,360","16,903","25,510","18,632","29,905","19,211","69,835","23,226","130,866","32,231","47,400","25,459","28,795","13,862","29,117","11,423","23,046","12,332","3,242","5,359",3,102,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,540,장지,0,0,"5,397","2,287","16,055","9,628","47,182","23,530","52,885","54,534","27,779","30,766","17,568","20,413","16,242","17,647","18,795","20,314","20,051","20,656","19,195","21,209","22,553","23,150","29,745","26,844","38,838","31,445","52,014","50,685","27,346","35,458","21,657","20,224","19,654","16,903","13,833","18,723","2,582","8,205",0,62,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,541,복정,2,0,"4,714","2,363","10,312","9,792","30,442","13,132","39,486","22,379","22,898","15,311","14,073","9,920","11,833","8,850","13,186","10,087","13,219","10,299","12,351","9,746","15,032","10,664","18,764","13,575","25,666","19,801","29,013","33,027","14,940","24,609","9,003","15,252","8,112","13,325","7,304","14,879","1,925","4,744",4,338,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,542,산성,11,1,"4,486",632,"10,064","2,592","25,911","4,194","30,429","9,955","16,416","5,600","9,784","6,006","8,488","5,136","8,818","6,141","8,758","6,362","8,221","6,356","8,250","8,739","9,342","11,310","10,429","14,742","8,043","24,494","3,816","22,275","2,803","13,434","2,325","12,627","1,664","13,221",716,"6,043",0,97,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,543,남한산성입구(성남법원.검찰청),19,1,"9,523","1,569","20,320","4,576","49,292","11,697","63,802","24,023","31,548","13,090","19,158","10,538","17,352","10,193","17,486","11,513","17,310","12,735","15,819","13,313","16,096","17,351","16,718","20,756","21,027","25,940","23,194","42,783","10,710","38,089","6,265","22,147","4,965","21,630","3,700","23,347","1,022","10,037",2,160,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,544,단대오거리,3,0,"8,058","2,350","15,074","7,955","35,203","11,447","42,009","19,365","21,467","9,281","14,425","7,329","13,272","8,155","13,741","9,356","13,566","9,901","11,973","10,859","11,840","14,688","14,021","17,799","18,087","21,230","22,527","33,938","10,214","30,279","6,081","18,435","5,471","16,227","4,132","16,179",958,"8,648",3,137,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,545,신흥,11,0,"3,606",805,"5,777","3,608","12,345","3,163","15,529","6,857","9,186","4,881","6,527","4,939","6,164","4,895","6,454","5,537","6,518","5,970","6,678","6,534","7,022","8,473","7,913","9,014","8,718","11,600","8,022","16,288","4,440","13,060","3,516","8,287","2,887","7,169","2,267","6,594",622,"3,663",2,87,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,546,수진,1,0,"3,624",440,"6,377","2,255","15,681","3,777","22,221","9,705","11,037","5,097","7,603","4,886","7,190","5,092","7,444","4,959","7,443","6,399","6,330","6,453","7,118","7,249","8,297","8,565","8,987","9,520","7,869","15,133","4,149","12,533","3,294","7,745","2,697","7,328","2,133","7,546",595,"4,070",2,67,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,547,모란,11,0,"1,870",589,"3,155","2,892","8,311","4,020","11,119","7,619","6,713","5,222","5,610","5,499","6,745","6,204","7,056","6,017","7,826","7,067","8,821","6,691","9,746","6,149","11,092","6,995","9,480","7,612","10,016","9,751","5,831","5,916","3,698","3,246","4,368","3,192","4,680","3,648",851,"1,436",0,172,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,605,개화,25,1,"1,572",191,"5,088","2,090","13,174","3,250","8,720","5,322","3,000","2,490","2,089","1,862","1,957","2,046","2,119","2,238","2,134","2,063","2,125","1,837","2,496","2,053","3,730","2,074","5,746","3,131","6,327","5,049","2,522","4,822","1,778","2,740","1,646","1,832",489,"1,800",172,919,0,86,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,606,김포공항,4,0,"1,346","1,355","3,620","12,394","8,137","19,028","10,326","24,253","8,045","19,526","9,515","18,896","10,882","19,645","9,812","20,325","12,177","24,402","14,868","22,202","14,569","22,423","15,450","26,057","17,159","26,891","20,652","28,313","14,863","19,752","14,835","8,733","15,702","3,788","10,425","3,256",920,"1,576",22,334,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,607,공항시장,2,0,"3,313",179,"4,318","1,181","8,851","1,805","9,725","3,828","5,811","2,920","4,339","3,201","4,153","3,035","4,424","3,465","4,299","4,122","4,112","3,995","3,775","4,767","4,135","6,055","4,254","7,093","4,133","9,910","2,488","9,471","2,157","6,028","2,013","5,134","1,350","5,631",341,"3,098",0,55,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,608,신방화,4,0,"4,344",587,"10,794","3,308","27,916","4,941","25,536","11,361","13,465","5,816","9,277","5,071","8,419","5,928","9,861","7,123","9,372","7,273","8,321","7,186","8,548","10,164","10,287","11,044","9,451","13,838","9,803","24,100","5,418","20,347","4,307","11,947","3,442","10,661","2,626","11,381",852,"4,969",0,94,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,609,마곡나루(서울식물원),8,0,"3,105",869,"9,123","9,071","27,035","11,743","27,063","40,744","12,845","21,099","9,786","10,870","10,107","9,846","11,627","10,583","12,764","11,493","12,688","11,962","14,490","12,406","17,346","14,107","26,772","20,473","38,745","32,112","17,803","28,378","13,879","15,690","15,967","13,224","13,684","15,847","2,337","6,802",10,258,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,610,양천향교,3,0,"3,940",971,"8,825","4,695","28,886","10,136","29,410","38,185","14,304","18,334","10,744","8,639","11,059","8,135","12,531","9,073","12,076","8,849","11,507","10,123","12,592","9,605","14,728","11,447","19,554","16,434","31,377","26,478","11,838","25,653","7,283","15,968","6,741","13,406","4,465","16,143","1,130","7,529",0,15,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,611,가양,44,0,"13,814","1,656","23,358","9,511","70,307","24,520","71,771","40,169","38,844","25,008","27,965","15,476","27,042","17,112","28,338","18,055","27,289","20,713","24,337","22,351","26,013","25,406","29,540","31,392","35,060","38,769","41,765","65,894","19,760","59,279","13,393","34,686","12,160","31,971","8,572","33,376","1,572","14,101",2,714,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,612,증미,1,0,"2,140",796,"7,158","3,063","20,634","8,322","20,584","34,899","10,266","11,589","7,555","6,887","7,966","5,724","8,239","6,794","8,921","7,493","8,697","7,964","9,276","9,396","9,926","9,567","14,332","11,248","30,319","19,958","9,548","17,908","5,969","9,192","4,941","8,275","3,249","8,400",997,"3,984",0,9,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,613,등촌,4,1,"4,989",772,"13,539","3,598","40,992","6,566","50,088","17,983","21,287","11,105","14,759","8,702","14,551","9,576","15,364","11,021","15,026","12,373","13,828","12,721","13,656","16,287","14,309","18,414","14,920","25,616","18,524","40,066","9,132","37,181","6,689","19,853","6,159","15,479","5,620","17,548","1,218","8,215",0,2,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,614,염창,0,0,"10,269",624,"24,629","4,839","74,454","7,627","80,772","21,801","41,020","11,283","23,819","9,462","20,725","9,905","21,749","12,612","20,274","13,740","17,359","15,361","16,490","20,092","17,797","24,819","20,810","41,140","24,046","67,570","12,368","64,321","9,392","38,076","8,540","31,886","6,522","36,578","1,366","14,432",0,146,0,0,0,1,0,0,2021-04-03 10:21:59
2021-03,9호선,615,신목동,2,0,"1,900",307,"5,544","1,852","17,780","2,855","16,963","5,662","8,112","2,342","5,160","2,230","4,755","2,938","4,697","3,043","4,533","3,528","4,186","3,770","4,297","4,108","5,277","5,658","5,738","7,537","5,982","13,335","2,739","11,978","1,785","6,297","1,751","6,359","1,591","7,337",500,"2,833",0,1,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,616,선유도,2,0,"1,689",970,"4,901","3,584","18,989","11,120","21,978","39,148","9,644","16,215","6,530","6,809","7,112","6,577","7,773","6,315","7,722","7,659","8,043","7,388","9,560","8,047","10,743","8,732","16,938","10,810","35,744","19,099","13,103","16,145","7,138","8,384","6,592","6,971","4,916","8,106","1,177","3,072",1,4,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,617,당산,40,1,"8,236","1,210","15,612","5,889","49,629","14,726","56,176","41,798","30,643","22,754","22,092","14,260","21,880","15,479","24,162","16,637","23,712","19,132","22,079","19,818","22,709","21,854","24,855","26,210","31,948","39,569","45,808","63,440","23,588","50,105","18,222","30,816","19,641","28,402","17,148","33,179","3,125","12,547",2,350,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,618,국회의사당,1,0,653,"1,800","1,728","8,842","3,628","40,769","5,918","146,657","4,851","62,841","6,818","21,249","10,642","16,295","11,771","13,791","13,634","15,247","17,121","12,261","19,580","10,102","23,751","8,781","56,252","10,005","113,058","10,419","38,605","6,713","21,780","3,731","22,383","3,077","17,340","3,138","2,218","1,132",0,1,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,619,여의도,11,0,"2,643","1,943","3,873","19,063","8,051","125,526","10,148","156,289","9,947","65,391","11,521","30,628","16,892","32,994","17,532","30,316","24,285","33,420","29,179","30,465","38,026","27,124","52,154","24,916","124,834","25,510","150,069","28,809","73,083","17,735","59,123","9,305","50,136","7,532","32,716","8,084","3,358","2,596",1,89,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,620,샛강,13,0,996,904,"1,901","4,133","4,677","15,567","5,736","38,296","4,248","14,331","4,122","6,917","4,736","6,312","5,021","5,612","5,989","5,899","6,577","6,473","7,927","5,676","10,115","6,270","17,593","7,963","30,213","11,270","11,725","6,583","8,385","3,654","8,715","3,056","8,877","3,664","1,585","1,571",0,2,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,621,노량진,340,2,"15,178","1,968","22,185","13,786","59,950","44,995","88,515","68,661","47,183","33,461","29,281","24,079","28,260","23,218","31,849","30,133","36,236","32,519","30,943","28,009","30,378","33,273","34,201","38,143","45,815","56,402","56,607","84,036","30,495","58,802","28,378","36,210","36,134","34,288","43,981","38,028","5,374","16,553",0,383,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,622,노들,30,1,"3,108",184,"4,678","1,113","15,887","2,279","20,180","3,682","10,897","2,818","7,163","3,063","6,040","3,010","6,195","3,697","6,227","4,363","5,662","4,454","5,327","6,068","5,810","6,546","5,983","9,129","5,833","15,425","3,405","12,002","2,442","7,174","1,974","6,991","1,595","7,548",566,"2,947",0,5,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,623,흑석(중앙대입구),15,0,"3,046","1,167","5,617","6,191","16,043","10,293","21,170","14,624","12,844","11,639","10,401","9,690","10,574","8,323","11,002","10,060","10,991","11,449","11,697","10,111","12,310","11,951","15,120","13,438","19,243","16,841","15,200","25,581","9,139","18,284","7,470","11,745","7,624","9,955","7,696","11,774","1,386","4,777",0,16,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,624,동작(현충원),20,0,"1,038",181,"1,546","1,613","5,083","1,581","6,223","2,533","3,423","2,063","2,454","1,908","2,428","1,755","2,799","1,678","2,770","2,148","2,677","2,440","2,979","2,096","3,693","2,103","3,581","2,643","3,960","4,379","1,811","3,324","1,367","1,843","1,263","2,041","1,134","2,405",242,889,3,715,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,625,구반포,1,0,538,245,"1,823","1,816","4,678","3,541","5,816","7,286","3,682","5,339","3,093","3,523","3,127","3,667","3,741","3,987","4,190","4,255","4,179","3,911","4,487","4,651","5,405","4,564","6,552","5,657","8,600","7,899","4,822","5,457","3,552","2,923","2,986","2,625","2,390","3,623",340,"1,441",0,35,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,626,신반포,0,0,351,765,"1,671","6,630","5,688","7,258","6,700","8,943","4,299","5,397","3,170","4,122","3,192","3,189","3,836","3,538","4,250","4,701","4,075","3,831","5,882","4,437","10,313","4,266","10,636","5,228","8,699","7,359","5,060","5,262","3,248","2,917","2,764","2,888","2,293","3,428",415,"1,480",0,8,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,627,고속터미널,9,1,"1,950","1,300","4,619","11,000","15,233","16,562","19,170","25,230","14,023","24,868","11,928","25,206","14,292","26,573","16,520","26,947","18,656","29,505","20,404","29,354","23,778","31,031","27,693","31,103","30,736","34,839","31,341","41,550","26,098","27,900","22,087","17,109","17,486","14,090","15,086","13,870","3,059","4,820",1,19,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,628,사평,5,0,806,167,"2,756","3,196","8,884","5,214","10,192","6,781","5,685","3,142","3,851","2,512","3,990","2,891","4,178","3,278","4,401","4,182","3,997","3,899","4,920","4,187","7,627","5,455","6,703","6,547","6,945","9,547","4,079","8,013","2,570","4,325","2,070","4,061","1,826","4,877",422,"1,853",0,13,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,9호선,629,신논현,27,0,"2,870","1,819","11,987","15,081","30,380","41,033","42,387","89,846","27,889","101,581","24,105","54,357","28,440","41,072","33,846","40,336","38,087","47,820","40,534","43,871","46,859","42,385","56,869","47,935","74,910","60,441","108,812","90,675","79,591","53,020","58,456","24,667","70,616","20,650","71,444","19,777","7,622","7,990",3,667,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,공항철도 1호선,643,서울역,82,0,"2,090",571,"1,763","7,015","8,581","12,917","10,711","20,840","7,101","13,847","6,873","11,177","7,657","10,235","10,513","9,863","10,916","9,615","8,616","9,060","12,647","10,285","14,829","10,404","18,545","11,792","24,216","14,994","16,569","12,626","10,602","7,151","12,968","6,484","9,043","5,223","3,277","1,681",3,905,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,공항철도 1호선,644,공덕,28,0,"1,101",218,"1,653","1,312","5,414","3,243","4,791","10,232","2,649","5,173","1,841","2,973","2,021","2,657","2,412","2,732","2,245","2,774","2,039","2,676","2,288","3,130","2,923","3,698","4,524","5,795","8,144","10,221","3,647","6,672","2,831","3,470","3,124","3,121","2,795","3,973",571,"1,572",30,624,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,공항철도 1호선,645,홍대입구,92,7,"2,072",363,"3,432","2,869","8,408","6,909","10,417","19,631","7,079","18,465","5,359","12,416","6,217","13,613","8,163","16,685","9,873","18,666","10,826","16,500","13,549","17,025","17,779","18,261","22,445","21,028","28,803","28,553","22,010","16,888","20,664","7,541","27,805","6,741","27,279","7,212","4,540","3,792",174,761,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,공항철도 1호선,646,디지털미디어시티,69,7,"2,838",731,"6,066","5,186","18,551","25,782","19,148","89,011","11,146","40,540","7,386","13,278","7,680","9,781","8,698","10,087","9,454","10,257","9,898","8,697","12,234","8,745","15,604","9,434","38,075","13,939","88,593","23,036","34,993","15,791","18,835","8,809","18,323","7,574","15,785","8,152","2,364","3,197",161,897,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,공항철도 1호선,647,마곡나루(서울식물원),0,0,"1,285",862,"3,580","8,238","10,758","20,333","11,691","53,617","6,080","23,838","3,663","6,908","4,295","4,704","5,006","4,944","4,983","5,229","4,957","4,754","7,252","5,170","13,061","5,569","37,639","7,865","42,269","12,842","16,018","8,365","9,573","5,037","8,038","4,905","5,535","5,685","1,180","2,263",195,"1,602",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,공항철도 1호선,648,김포공항,9,0,"1,903","1,496","3,060","10,844","6,723","18,852","13,386","20,654","14,229","12,193","18,713","10,090","20,262","10,031","15,444","11,819","19,772","12,550","25,631","10,774","21,444","10,347","21,111","12,095","25,265","12,384","32,820","12,321","23,156","8,200","22,630","4,372","25,644","1,881","20,506","1,631","1,773",781,98,384,0,0,0,0,0,0,2021-04-03 10:21:59
